Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Low Quality (1 Yes 0 No)
SRR9963424,AMPLICON,602,41730038,PRJNA559967,SAMN12565100,Metagenome or environmental,22243741,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX6710747,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S34g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963425,AMPLICON,602,35052654,PRJNA559967,SAMN12565100,Metagenome or environmental,24940459,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710746,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S21p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963426,AMPLICON,602,35652848,PRJNA559967,SAMN12565100,Metagenome or environmental,24650144,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX6710745,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S21m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963427,AMPLICON,602,58177882,PRJNA559967,SAMN12565100,Metagenome or environmental,39559737,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6710744,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S20m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963428,AMPLICON,602,59623886,PRJNA559967,SAMN12565100,Metagenome or environmental,41680807,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710743,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S20k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963429,AMPLICON,602,47373186,PRJNA559967,SAMN12565100,Metagenome or environmental,32145650,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX6710742,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S20s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963430,AMPLICON,602,37792958,PRJNA559967,SAMN12565100,Metagenome or environmental,27138827,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6710741,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S20p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963431,AMPLICON,602,93775346,PRJNA559967,SAMN12565100,Metagenome or environmental,61164006,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6710740,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S21b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963432,AMPLICON,602,64033536,PRJNA559967,SAMN12565100,Metagenome or environmental,42143472,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6710739,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S20y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963433,AMPLICON,602,55302730,PRJNA559967,SAMN12565100,Metagenome or environmental,36867119,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX6710738,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S21k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963434,AMPLICON,602,66756382,PRJNA559967,SAMN12565100,Metagenome or environmental,45231193,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710737,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S21g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963435,AMPLICON,602,24273242,PRJNA559967,SAMN12565100,Metagenome or environmental,14123516,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6710736,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S25g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963436,AMPLICON,602,32030012,PRJNA559967,SAMN12565100,Metagenome or environmental,17557215,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6710735,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S6b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963437,AMPLICON,600,58312200,PRJNA559967,SAMN12565100,Metagenome or environmental,37213102,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710734,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P23k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963438,AMPLICON,600,84187200,PRJNA559967,SAMN12565100,Metagenome or environmental,54194494,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6710733,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P23g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963439,AMPLICON,600,33431400,PRJNA559967,SAMN12565100,Metagenome or environmental,21970988,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710732,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P23p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963440,AMPLICON,602,62865054,PRJNA559967,SAMN12565100,Metagenome or environmental,42898653,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX6710731,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P23m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963441,AMPLICON,601,86309418,PRJNA559967,SAMN12565100,Metagenome or environmental,55510233,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710730,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P23y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963442,AMPLICON,600,54000000,PRJNA559967,SAMN12565100,Metagenome or environmental,34019333,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6710729,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P23s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963443,AMPLICON,602,85246812,PRJNA559967,SAMN12565100,Metagenome or environmental,55942174,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710728,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S16g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963444,AMPLICON,602,77037940,PRJNA559967,SAMN12565100,Metagenome or environmental,49490280,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710727,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S16b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963445,AMPLICON,602,28284368,PRJNA559967,SAMN12565100,Metagenome or environmental,14923313,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710726,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S7k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963446,AMPLICON,602,25880582,PRJNA559967,SAMN12565100,Metagenome or environmental,13940681,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6710725,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S7m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963447,AMPLICON,602,27952064,PRJNA559967,SAMN12565100,Metagenome or environmental,14983540,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6710724,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S7p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963448,AMPLICON,602,23856056,PRJNA559967,SAMN12565100,Metagenome or environmental,12368506,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX6710723,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S7s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963449,AMPLICON,602,35172452,PRJNA559967,SAMN12565100,Metagenome or environmental,18207109,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710722,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S7y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963450,AMPLICON,602,24055318,PRJNA559967,SAMN12565100,Metagenome or environmental,13609172,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6710721,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P9b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963451,AMPLICON,602,25323732,PRJNA559967,SAMN12565100,Metagenome or environmental,13951636,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710720,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P9g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963452,AMPLICON,602,21867048,PRJNA559967,SAMN12565100,Metagenome or environmental,11971460,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX6710719,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P9k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963453,AMPLICON,602,52386040,PRJNA559967,SAMN12565100,Metagenome or environmental,35187398,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6710718,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S21s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963454,AMPLICON,602,86293690,PRJNA559967,SAMN12565100,Metagenome or environmental,58061074,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6710717,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S21y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963455,AMPLICON,600,65242200,PRJNA559967,SAMN12565100,Metagenome or environmental,42492942,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710716,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S18k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963456,AMPLICON,600,82310400,PRJNA559967,SAMN12565100,Metagenome or environmental,51941197,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX6710715,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S18g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963457,AMPLICON,602,35449974,PRJNA559967,SAMN12565100,Metagenome or environmental,24824275,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710714,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P26k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963458,AMPLICON,602,39756682,PRJNA559967,SAMN12565100,Metagenome or environmental,28844095,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710713,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P26m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963459,AMPLICON,602,31798242,PRJNA559967,SAMN12565100,Metagenome or environmental,23114361,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX6710712,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P26p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963460,AMPLICON,602,38646594,PRJNA559967,SAMN12565100,Metagenome or environmental,26936018,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710711,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P26s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963461,AMPLICON,600,58758600,PRJNA559967,SAMN12565100,Metagenome or environmental,37749403,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX6710710,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S13k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963462,AMPLICON,600,62196600,PRJNA559967,SAMN12565100,Metagenome or environmental,40574593,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX6710709,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S17k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963463,AMPLICON,600,65597400,PRJNA559967,SAMN12565100,Metagenome or environmental,42045461,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX6710708,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S17g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963464,AMPLICON,600,67463400,PRJNA559967,SAMN12565100,Metagenome or environmental,41712799,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX6710707,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S17b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963465,AMPLICON,600,72831000,PRJNA559967,SAMN12565100,Metagenome or environmental,46281163,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710706,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S18b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963466,AMPLICON,600,45175800,PRJNA559967,SAMN12565100,Metagenome or environmental,29296374,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710705,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S17y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963467,AMPLICON,600,67634400,PRJNA559967,SAMN12565100,Metagenome or environmental,42388866,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6710704,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S13m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963468,AMPLICON,601,68048000,PRJNA559967,SAMN12565100,Metagenome or environmental,46935989,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX6710703,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S17p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963469,AMPLICON,602,24665144,PRJNA559967,SAMN12565100,Metagenome or environmental,12923768,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX6710702,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S2m,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963470,AMPLICON,602,35878598,PRJNA559967,SAMN12565100,Metagenome or environmental,18778179,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX6710701,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S2p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963471,AMPLICON,602,34886502,PRJNA559967,SAMN12565100,Metagenome or environmental,18491970,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX6710700,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S2s,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963472,AMPLICON,602,20185662,PRJNA559967,SAMN12565100,Metagenome or environmental,10493285,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710699,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S2y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963473,AMPLICON,602,20095362,PRJNA559967,SAMN12565100,Metagenome or environmental,10698560,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX6710698,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P2y,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963474,AMPLICON,602,29461278,PRJNA559967,SAMN12565100,Metagenome or environmental,15973247,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX6710697,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S2b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963475,AMPLICON,602,21555814,PRJNA559967,SAMN12565100,Metagenome or environmental,11427192,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX6710696,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S2g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963476,AMPLICON,602,43761788,PRJNA559967,SAMN12565100,Metagenome or environmental,23452212,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710695,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S2k,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963477,AMPLICON,602,20032754,PRJNA559967,SAMN12565100,Metagenome or environmental,11343171,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710694,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P3b,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963478,AMPLICON,602,28276542,PRJNA559967,SAMN12565100,Metagenome or environmental,14880159,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX6710693,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P3g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,
SRR9963479,AMPLICON,600,45987600,PRJNA559967,SAMN12565100,Metagenome or environmental,30514508,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX6710692,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,S14p,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
SRR9963480,AMPLICON,600,44124600,PRJNA559967,SAMN12565100,Metagenome or environmental,28596508,CHINESE HUMAN GENOME CENTER AT SHANGHAI,2018-03,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6710691,China,Asia,China:Kunming,Homo sapiens,Illumina MiSeq,25 N 102 E,P19g,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-08-14T00:00:00Z,seven site bacteria,SRP218271,1
