Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,Sample Name,Source_material_ID,SRA Study
SRR10299156,AMPLICON,500,5500,PRJNA577959,SAMN13043149,Metagenome or environmental,82850,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX7011701,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKitD3_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK50-biological replicate 1,AVEKitD3,not applicable,SRP226041
SRR10299157,AMPLICON,500,3000,PRJNA577959,SAMN13043148,Metagenome or environmental,81037,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX7011700,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKitD2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK49-biological replicate 1,AVEKitD2,not applicable,SRP226041
SRR10299158,AMPLICON,500,5500,PRJNA577959,SAMN13043147,Metagenome or environmental,82572,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7011699,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKitD1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK48-biological replicate 1,AVEKitD1,not applicable,SRP226041
SRR10299159,AMPLICON,500,8000,PRJNA577959,SAMN13043146,Metagenome or environmental,84550,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7011698,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKitC4_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK47-biological replicate 1,AVEKitC4,not applicable,SRP226041
SRR10299160,AMPLICON,500,6000,PRJNA577959,SAMN13043145,Metagenome or environmental,82941,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7011697,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKitC3_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK46-biological replicate 1,AVEKitC3,not applicable,SRP226041
SRR10299161,AMPLICON,500,23500,PRJNA577959,SAMN13043144,Metagenome or environmental,95312,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011696,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKitC2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK45-biological replicate 1,AVEKitC2,not applicable,SRP226041
SRR10299162,AMPLICON,500,11000,PRJNA577959,SAMN13043143,Metagenome or environmental,86282,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX7011695,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKitC1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK44-biological replicate 1,AVEKitC1,not applicable,SRP226041
SRR10299163,AMPLICON,500,5000,PRJNA577959,SAMN13043142,Metagenome or environmental,82376,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011694,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKit2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK43-biological replicate 1,AVEKit2,not applicable,SRP226041
SRR10299164,AMPLICON,500,25000,PRJNA577959,SAMN13043141,Metagenome or environmental,95045,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011693,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,AVEKit1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BK42-biological replicate 1,AVEKit1,not applicable,SRP226041
SRR10299165,AMPLICON,500,1446000,PRJNA577959,SAMN13043140,Metagenome or environmental,880948,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX7011692,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,84P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,84P2B-R-biological replicate 7,84P2B,placental sample,SRP226041
SRR10299166,AMPLICON,502,46026372,PRJNA577959,SAMN13042771,Metagenome or environmental,29667661,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7011691,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,39Plac2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,39PLAC-biological replicate 2,39Plac2,placental sample,SRP226041
SRR10299167,AMPLICON,500,1450000,PRJNA577959,SAMN13043139,Metagenome or environmental,882661,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011690,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,84P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,84P2A-R-biological replicate 6,84P2A,placental sample,SRP226041
SRR10299168,AMPLICON,500,1758000,PRJNA577959,SAMN13043138,Metagenome or environmental,1073949,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX7011689,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,84P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,84P1B-R-biological replicate 5,84P1B,placental sample,SRP226041
SRR10299169,AMPLICON,500,2005500,PRJNA577959,SAMN13043137,Metagenome or environmental,1206725,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7011688,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,84P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,84P1A-R-biological replicate 4,84P1A,placental sample,SRP226041
SRR10299170,AMPLICON,500,1676500,PRJNA577959,SAMN13043136,Metagenome or environmental,1016612,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7011687,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,83P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,83P2B-R-biological replicate 7,83P2B,placental sample,SRP226041
SRR10299171,AMPLICON,500,2474000,PRJNA577959,SAMN13043135,Metagenome or environmental,1457911,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX7011686,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,83P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,83P2A-R-biological replicate 6,83P2A,placental sample,SRP226041
SRR10299172,AMPLICON,500,745000,PRJNA577959,SAMN13043134,Metagenome or environmental,492016,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011685,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,83P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,83P1B-R-biological replicate 5,83P1B,placental sample,SRP226041
SRR10299173,AMPLICON,500,652500,PRJNA577959,SAMN13043133,Metagenome or environmental,445260,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7011684,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,83P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,83P1A-R-biological replicate 4,83P1A,placental sample,SRP226041
SRR10299174,AMPLICON,500,1514000,PRJNA577959,SAMN13043132,Metagenome or environmental,926829,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7011683,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,82P2B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,82P2B-R-biological replicate 7,82P2B,placental sample,SRP226041
SRR10299175,AMPLICON,500,1708000,PRJNA577959,SAMN13043131,Metagenome or environmental,1041908,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011682,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,82P2A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,82P2A-R-biological replicate 6,82P2A,placental sample,SRP226041
SRR10299176,AMPLICON,500,1338000,PRJNA577959,SAMN13043130,Metagenome or environmental,841690,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX7011681,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,82P1B_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,82P1B-R-biological replicate 5,82P1B,placental sample,SRP226041
SRR10299177,AMPLICON,500,552500,PRJNA577959,SAMN13042852,Metagenome or environmental,482722,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7011680,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,59P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,59P1-biological replicate 2,59P1,placental sample,SRP226041
SRR10299178,AMPLICON,500,857500,PRJNA577959,SAMN13042851,Metagenome or environmental,700598,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7011679,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,59MB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,59MB-F-biological replicate 2,59MB,maternal blood,SRP226041
SRR10299179,AMPLICON,500,234500,PRJNA577959,SAMN13042850,Metagenome or environmental,258097,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7011678,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,59CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,59CB-F-biological replicate 2,59CB,cord blood,SRP226041
SRR10299180,AMPLICON,502,36793588,PRJNA577959,SAMN13042742,Metagenome or environmental,24078243,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7011677,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,26Plac2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,26PLAC-biological replicate 2,26Plac2,placental sample,SRP226041
SRR10299181,AMPLICON,500,122753000,PRJNA577959,SAMN13042849,Metagenome or environmental,89536433,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7011676,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,56VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,56VRS-F-biological replicate 2,56VRS,vagina-rectal swabs,SRP226041
SRR10299182,AMPLICON,500,2443500,PRJNA577959,SAMN13042848,Metagenome or environmental,1853812,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7011675,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,56P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,56P2-biological replicate 2,56P2,placental sample,SRP226041
SRR10299183,AMPLICON,500,6880500,PRJNA577959,SAMN13042847,Metagenome or environmental,4995645,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX7011674,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,56P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,56P1-biological replicate 1,56P1,placental sample,SRP226041
SRR10299184,AMPLICON,500,1825000,PRJNA577959,SAMN13042846,Metagenome or environmental,1391870,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7011673,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,56MB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,56MB-F-biological replicate 2,56MB,maternal blood,SRP226041
SRR10299185,AMPLICON,500,228500,PRJNA577959,SAMN13042845,Metagenome or environmental,247850,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX7011672,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,56CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,56CB-F-biological replicate 2,56CB,cord blood,SRP226041
SRR10299186,AMPLICON,500,1440500,PRJNA577959,SAMN13042844,Metagenome or environmental,1113996,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7011671,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,50P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,50P2-biological replicate 4,50P2,placental sample,SRP226041
SRR10299187,AMPLICON,500,676000,PRJNA577959,SAMN13042843,Metagenome or environmental,572591,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX7011670,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,50P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,50P1-biological replicate 3,50P1,placental sample,SRP226041
SRR10299188,AMPLICON,500,1849500,PRJNA577959,SAMN13042842,Metagenome or environmental,1458634,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX7011669,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,49P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,49P2-biological replicate 4,49P2,placental sample,SRP226041
SRR10299189,AMPLICON,500,2029000,PRJNA577959,SAMN13042841,Metagenome or environmental,1595331,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX7011668,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,49P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,49P1-biological replicate 3,49P1,placental sample,SRP226041
SRR10299190,AMPLICON,500,231055000,PRJNA577959,SAMN13042840,Metagenome or environmental,160103772,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7011667,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,47VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,47VRS-F-biological replicate 2,47VRS,vagina-rectal swabs,SRP226041
SRR10299191,AMPLICON,502,86901220,PRJNA577959,SAMN13042741,Metagenome or environmental,56064399,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011666,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,26Plac1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,26PLAC-biological replicate 1,26Plac1,placental sample,SRP226041
SRR10299192,AMPLICON,500,4030500,PRJNA577959,SAMN13042839,Metagenome or environmental,2926690,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX7011665,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,47P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,47P2-biological replicate 2,47P2,placental sample,SRP226041
SRR10299193,AMPLICON,500,2619500,PRJNA577959,SAMN13042838,Metagenome or environmental,1956143,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX7011664,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,47P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,47P1-biological replicate 1,47P1,placental sample,SRP226041
SRR10299194,AMPLICON,500,314500,PRJNA577959,SAMN13042837,Metagenome or environmental,309581,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7011663,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,47MB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,47MB-F-biological replicate 2,47MB,maternal blood,SRP226041
SRR10299195,AMPLICON,500,112500,PRJNA577959,SAMN13042836,Metagenome or environmental,163418,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX7011662,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,47CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,47CB-F-biological replicate 2,47CB,cord blood,SRP226041
SRR10299196,AMPLICON,500,234631500,PRJNA577959,SAMN13042835,Metagenome or environmental,166400630,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX7011661,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,37VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,37VRS-F-biological replicate 2,37VRS,vagina-rectal swabs,SRP226041
SRR10299197,AMPLICON,500,1938000,PRJNA577959,SAMN13042834,Metagenome or environmental,1480854,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX7011660,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,37P2_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,37P2-biological replicate 2,37P2,placental sample,SRP226041
SRR10299198,AMPLICON,500,5529000,PRJNA577959,SAMN13042833,Metagenome or environmental,4034385,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011659,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,37P1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,37P1-biological replicate 1,37P1,placental sample,SRP226041
SRR10299199,AMPLICON,500,103500,PRJNA577959,SAMN13042832,Metagenome or environmental,158418,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX7011658,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,37MB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,37MB-F-biological replicate 2,37MB,maternal blood,SRP226041
SRR10299200,AMPLICON,500,126000,PRJNA577959,SAMN13042831,Metagenome or environmental,178002,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX7011657,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,37CB_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,37CB-F-biological replicate 2,37CB,cord blood,SRP226041
SRR10299201,AMPLICON,500,167789500,PRJNA577959,SAMN13042830,Metagenome or environmental,118916212,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX7011656,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,36VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,36VRS-F-biological replicate 2,36VRS,vagina-rectal swabs,SRP226041
SRR10299202,AMPLICON,502,40192128,PRJNA577959,SAMN13042740,Metagenome or environmental,24205066,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX7011655,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,24VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,24VRS-biological replicate 1,24VRS,vagina-rectal swabs,SRP226041
SRR10299203,AMPLICON,502,81393276,PRJNA577959,SAMN13042731,Metagenome or environmental,52692315,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX7011654,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,maternal blood,missing,23Mat-Bld_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,23MAT-biological replicate 1,23Mat-Bld,maternal blood,SRP226041
SRR10299204,AMPLICON,502,66720318,PRJNA577959,SAMN13042730,Metagenome or environmental,43369947,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX7011653,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,cord blood,missing,23Crd-Bld_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,23CRD-biological replicate 1,23Crd-Bld,cord blood,SRP226041
SRR10299205,AMPLICON,502,34312202,PRJNA577959,SAMN13042770,Metagenome or environmental,21957695,MICHIGAN STATE UNIVERSITY,missing,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX7012131,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,39Plac1_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,39PLAC-biological replicate 1,39Plac1,placental sample,SRP226041
SRR10299206,AMPLICON,502,65543630,PRJNA577959,SAMN13042817,Metagenome or environmental,42366850,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX7011950,USA,North America,USA: Michigan,not applicable,Illumina MiSeq,not applicable,missing,Blk5_PS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,BLK5-biological replicate 1,Blk5_PS,not applicable,SRP226041
SRR10299207,AMPLICON,502,94086346,PRJNA577959,SAMN13042734,Metagenome or environmental,59721204,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX7012130,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,vagina-rectal swabs,missing,23VRS_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,23VRS-biological replicate 1,23VRS,vagina-rectal swabs,SRP226041
SRR10299208,AMPLICON,500,903000,PRJNA577959,SAMN13043129,Metagenome or environmental,594252,MICHIGAN STATE UNIVERSITY,missing,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX7012129,USA,North America,USA: Michigan,Homo sapiens,Illumina MiSeq,placental sample,missing,82P1A_GDM_Placental_microbiome,PAIRED,PCR,METAGENOMIC,human metagenome,ILLUMINA,2019-10-17T00:00:00Z,82P1A-R-biological replicate 4,82P1A,placental sample,SRP226041
