Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Identifier
SRR7946027,AMPLICON,501,4929392,PRJNA397876,SAMN10138159,Metagenome or environmental,3155206,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780255,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B1_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B1_4,SRP116027,33
SRR7946028,AMPLICON,501,41918458,PRJNA397876,SAMN10138158,Metagenome or environmental,27022627,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780254,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B1_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B1_3,SRP116027,32
SRR7946029,AMPLICON,501,1561924,PRJNA397876,SAMN10138157,Metagenome or environmental,1156832,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780253,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B1_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B1_2,SRP116027,31
SRR7946030,AMPLICON,501,8198253,PRJNA397876,SAMN10138166,Metagenome or environmental,5346915,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780252,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B3_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B3_3,SRP116027,40
SRR7946031,AMPLICON,501,60745381,PRJNA397876,SAMN10138253,Metagenome or environmental,33657828,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780250,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_19,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_19,SRP116027,127
SRR7946032,AMPLICON,501,33856175,PRJNA397876,SAMN10138254,Metagenome or environmental,18758409,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780249,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_2,SRP116027,128
SRR7946033,AMPLICON,501,56341521,PRJNA397876,SAMN10138251,Metagenome or environmental,30582016,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780248,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_17,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_17,SRP116027,125
SRR7946034,AMPLICON,501,19009302,PRJNA397876,SAMN10138165,Metagenome or environmental,13111084,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780251,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B3_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B3_2,SRP116027,39
SRR7946035,AMPLICON,501,65892383,PRJNA397876,SAMN10138252,Metagenome or environmental,37097277,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780247,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_18,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_18,SRP116027,126
SRR7946036,AMPLICON,501,36152540,PRJNA397876,SAMN10138249,Metagenome or environmental,20526299,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780246,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_15,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_15,SRP116027,123
SRR7946037,AMPLICON,501,56033086,PRJNA397876,SAMN10138250,Metagenome or environmental,30397701,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780245,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_16,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_16,SRP116027,124
SRR7946038,AMPLICON,501,32718789,PRJNA397876,SAMN10138247,Metagenome or environmental,18358083,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780244,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_13,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_13,SRP116027,121
SRR7946039,AMPLICON,501,62896778,PRJNA397876,SAMN10138255,Metagenome or environmental,35457276,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780242,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_20,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_20,SRP116027,129
SRR7946040,AMPLICON,501,53899535,PRJNA397876,SAMN10138256,Metagenome or environmental,30194530,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780241,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_21,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_21,SRP116027,130
SRR7946041,AMPLICON,501,24994059,PRJNA397876,SAMN10138147,Metagenome or environmental,16120280,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780240,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_28,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_28,SRP116027,21
SRR7946042,AMPLICON,501,26510907,PRJNA397876,SAMN10138248,Metagenome or environmental,15338651,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780243,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_14,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_14,SRP116027,122
SRR7946043,AMPLICON,501,26039444,PRJNA397876,SAMN10138148,Metagenome or environmental,16928935,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780239,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_29,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_29,SRP116027,22
SRR7946044,AMPLICON,501,12635425,PRJNA397876,SAMN10138149,Metagenome or environmental,8199397,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780238,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_3,SRP116027,23
SRR7946045,AMPLICON,501,16203776,PRJNA397876,SAMN10138150,Metagenome or environmental,10392012,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780237,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_30,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_30,SRP116027,24
SRR7946046,AMPLICON,501,21576102,PRJNA397876,SAMN10138151,Metagenome or environmental,13616867,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780236,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_4,SRP116027,25
SRR7946047,AMPLICON,501,23195192,PRJNA397876,SAMN10138152,Metagenome or environmental,15627412,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780235,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_5,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_5,SRP116027,26
SRR7946048,AMPLICON,501,10316104,PRJNA397876,SAMN10138153,Metagenome or environmental,6773547,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780234,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_6,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_6,SRP116027,27
SRR7946049,AMPLICON,501,23846299,PRJNA397876,SAMN10138154,Metagenome or environmental,15626681,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780233,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_8,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_8,SRP116027,28
SRR7946050,AMPLICON,500,53199013,PRJNA397876,SAMN10138155,Metagenome or environmental,34841582,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780232,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_9,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_9,SRP116027,29
SRR7946051,AMPLICON,501,27413084,PRJNA397876,SAMN10138156,Metagenome or environmental,18550640,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780231,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_B1_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_B1_1,SRP116027,30
SRR7946052,AMPLICON,501,71610249,PRJNA397876,SAMN10138261,Metagenome or environmental,40604075,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780229,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_26,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_26,SRP116027,135
SRR7946053,AMPLICON,501,59719075,PRJNA397876,SAMN10138264,Metagenome or environmental,33640334,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780228,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_29,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_29,SRP116027,138
SRR7946054,AMPLICON,501,61434642,PRJNA397876,SAMN10138263,Metagenome or environmental,35012369,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780227,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_28,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_28,SRP116027,137
SRR7946055,AMPLICON,501,62674296,PRJNA397876,SAMN10138262,Metagenome or environmental,34691466,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780230,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_27,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_27,SRP116027,136
SRR7946056,AMPLICON,501,57224283,PRJNA397876,SAMN10138258,Metagenome or environmental,32242707,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780226,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_23,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_23,SRP116027,132
SRR7946057,AMPLICON,501,51297201,PRJNA397876,SAMN10138257,Metagenome or environmental,29274780,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780225,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_22,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_22,SRP116027,131
SRR7946058,AMPLICON,501,46856505,PRJNA397876,SAMN10138260,Metagenome or environmental,25449185,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780224,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_25,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_25,SRP116027,134
SRR7946059,AMPLICON,501,61533855,PRJNA397876,SAMN10138259,Metagenome or environmental,33651017,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780223,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_24,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_24,SRP116027,133
SRR7946060,AMPLICON,501,33441976,PRJNA397876,SAMN10138265,Metagenome or environmental,18860239,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780221,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_3,SRP116027,139
SRR7946061,AMPLICON,501,32763266,PRJNA397876,SAMN10138146,Metagenome or environmental,21485505,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780220,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_27,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_27,SRP116027,20
SRR7946062,AMPLICON,500,32928178,PRJNA397876,SAMN10138145,Metagenome or environmental,20902408,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780219,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_26,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_26,SRP116027,19
SRR7946063,AMPLICON,501,54103326,PRJNA397876,SAMN10138266,Metagenome or environmental,31040182,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780222,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_30,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_30,SRP116027,140
SRR7946064,AMPLICON,501,5641146,PRJNA397876,SAMN10138142,Metagenome or environmental,3763018,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780218,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_23,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_23,SRP116027,16
SRR7946065,AMPLICON,501,12184148,PRJNA397876,SAMN10138141,Metagenome or environmental,8006607,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780217,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_22,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_22,SRP116027,15
SRR7946066,AMPLICON,501,10558003,PRJNA397876,SAMN10138144,Metagenome or environmental,6944809,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780216,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_25,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_25,SRP116027,18
SRR7946067,AMPLICON,501,31219390,PRJNA397876,SAMN10138143,Metagenome or environmental,20572514,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780215,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_24,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_24,SRP116027,17
SRR7946068,AMPLICON,501,11160975,PRJNA397876,SAMN10138137,Metagenome or environmental,7292570,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780213,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_19,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_19,SRP116027,11
SRR7946069,AMPLICON,501,8136622,PRJNA397876,SAMN10138140,Metagenome or environmental,5330134,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780212,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_21,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_21,SRP116027,14
SRR7946070,AMPLICON,501,7964000,PRJNA397876,SAMN10138139,Metagenome or environmental,5157265,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780211,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_20,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_20,SRP116027,13
SRR7946071,AMPLICON,501,41312329,PRJNA397876,SAMN10138138,Metagenome or environmental,26416235,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780214,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,TD_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,TD_2,SRP116027,12
SRR7946072,AMPLICON,501,28105,PRJNA397876,SAMN10138222,Metagenome or environmental,99148,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780210,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B3_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B3_1,SRP116027,96
SRR7946073,AMPLICON,502,9036,PRJNA397876,SAMN10138221,Metagenome or environmental,85594,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780209,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B2_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B2_4,SRP116027,95
SRR7946074,AMPLICON,501,19556,PRJNA397876,SAMN10138224,Metagenome or environmental,95349,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780208,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B3_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B3_3,SRP116027,98
SRR7946075,AMPLICON,501,8027,PRJNA397876,SAMN10138223,Metagenome or environmental,86089,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780207,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B3_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B3_2,SRP116027,97
SRR7946076,AMPLICON,501,12544,PRJNA397876,SAMN10138217,Metagenome or environmental,89287,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780205,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B1_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B1_4,SRP116027,91
SRR7946077,AMPLICON,501,8528,PRJNA397876,SAMN10138220,Metagenome or environmental,87189,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780204,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B2_3,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B2_3,SRP116027,94
SRR7946078,AMPLICON,501,10535,PRJNA397876,SAMN10138219,Metagenome or environmental,87890,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780203,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B2_2,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B2_2,SRP116027,93
SRR7946079,AMPLICON,501,5019,PRJNA397876,SAMN10138218,Metagenome or environmental,83604,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780206,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B2_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B2_1,SRP116027,92
SRR7946080,AMPLICON,501,23582,PRJNA397876,SAMN10138226,Metagenome or environmental,98482,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780202,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B4_1,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B4_1,SRP116027,100
SRR7946081,AMPLICON,501,31604,PRJNA397876,SAMN10138225,Metagenome or environmental,103896,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780201,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,40_B3_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,40_B3_4,SRP116027,99
SRR7946082,AMPLICON,501,35689466,PRJNA397876,SAMN10138267,Metagenome or environmental,20096834,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780200,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_4,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_4,SRP116027,141
SRR7946083,AMPLICON,501,32687461,PRJNA397876,SAMN10138268,Metagenome or environmental,19048165,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780199,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_5,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_5,SRP116027,142
SRR7946084,AMPLICON,501,35542182,PRJNA397876,SAMN10138270,Metagenome or environmental,19247617,WAYNE STATE UNIVERSITY,01-Jun-2016,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4780197,USA,North America,USA: Detroit,Homo sapiens,Illumina MiSeq,37.36666 N 80.53333 W,N20_8,PAIRED,PCR,GENOMIC,human metagenome,ILLUMINA,2019-05-01T00:00:00Z,N20_8,SRP116027,144
