Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ref_biomaterial,ReleaseDate,Sample Name,SRA Study,Host,isolation_source
SRR7048968,WGS,199,5478486,PRJNA451186,SAMN08963555,Metagenome or environmental,2968627,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3980172,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP80_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP80,2018-04-20T00:00:00Z,MP80,SRP141397,Homo sapiens,
SRR7048969,WGS,209,18194441,PRJNA451186,SAMN08963430,Metagenome or environmental,9823265,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3980171,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP65_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP65,2018-04-20T00:00:00Z,FP65,SRP141397,Homo sapiens,
SRR7048970,AMPLICON,502,67268,PRJNA451186,SAMN08963477,Metagenome or environmental,126384,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980170,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP02_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP02,2018-04-20T00:00:00Z,MP02,SRP141397,Homo sapiens,
SRR7048971,AMPLICON,502,221382,PRJNA451186,SAMN08963476,Metagenome or environmental,228150,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3980169,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP01_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP01,2018-04-20T00:00:00Z,MP01,SRP141397,Homo sapiens,
SRR7048972,AMPLICON,502,110942,PRJNA451186,SAMN08963475,Metagenome or environmental,151105,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980168,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP.B9_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP.B9,2018-04-20T00:00:00Z,MP.B9,SRP141397,,laboratory sample
SRR7048973,AMPLICON,502,290658,PRJNA451186,SAMN08963474,Metagenome or environmental,260399,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3980167,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP.B8_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP.B8,2018-04-20T00:00:00Z,MP.B8,SRP141397,,laboratory sample
SRR7048974,AMPLICON,502,2090830,PRJNA451186,SAMN08963473,Metagenome or environmental,1383012,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3980166,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP.B7_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP.B7,2018-04-20T00:00:00Z,MP.B7,SRP141397,,laboratory sample
SRR7048975,AMPLICON,502,81324,PRJNA451186,SAMN08963472,Metagenome or environmental,130692,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3980165,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP.B6_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP.B6,2018-04-20T00:00:00Z,MP.B6,SRP141397,,laboratory sample
SRR7048976,AMPLICON,502,60240,PRJNA451186,SAMN08963471,Metagenome or environmental,118458,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX3980164,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP.B5_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP.B5,2018-04-20T00:00:00Z,MP.B5,SRP141397,,laboratory sample
SRR7048977,AMPLICON,502,76304,PRJNA451186,SAMN08963470,Metagenome or environmental,131206,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3980163,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP.B4_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP.B4,2018-04-20T00:00:00Z,MP.B4,SRP141397,,laboratory sample
SRR7048978,AMPLICON,502,4199230,PRJNA451186,SAMN08963479,Metagenome or environmental,2800252,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3980162,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP04_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP04,2018-04-20T00:00:00Z,MP04,SRP141397,Homo sapiens,
SRR7048979,AMPLICON,502,55722,PRJNA451186,SAMN08963478,Metagenome or environmental,116626,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3980161,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,MP03_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,MP03,2018-04-20T00:00:00Z,MP03,SRP141397,Homo sapiens,
SRR7048980,AMPLICON,502,552702,PRJNA451186,SAMN08963348,Metagenome or environmental,418325,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX3980160,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS34_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS34,2018-04-20T00:00:00Z,AS34,SRP141397,,air swab in delivery room
SRR7048981,AMPLICON,502,3996422,PRJNA451186,SAMN08963349,Metagenome or environmental,2541980,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3980159,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS35_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS35,2018-04-20T00:00:00Z,AS35,SRP141397,,air swab in delivery room
SRR7048982,AMPLICON,502,1192250,PRJNA451186,SAMN08963340,Metagenome or environmental,853711,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3980158,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS26_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS26,2018-04-20T00:00:00Z,AS26,SRP141397,,air swab in delivery room
SRR7048983,AMPLICON,502,2851862,PRJNA451186,SAMN08963341,Metagenome or environmental,1884029,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980157,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS27_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS27,2018-04-20T00:00:00Z,AS27,SRP141397,,air swab in delivery room
SRR7048984,AMPLICON,502,1602886,PRJNA451186,SAMN08963342,Metagenome or environmental,1089647,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3980156,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS28_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS28,2018-04-20T00:00:00Z,AS28,SRP141397,,air swab in delivery room
SRR7048985,AMPLICON,502,7640440,PRJNA451186,SAMN08963343,Metagenome or environmental,4890490,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3980155,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS29_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS29,2018-04-20T00:00:00Z,AS29,SRP141397,,air swab in delivery room
SRR7048986,AMPLICON,502,2358898,PRJNA451186,SAMN08963344,Metagenome or environmental,1597092,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3980154,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS30_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS30,2018-04-20T00:00:00Z,AS30,SRP141397,,air swab in delivery room
SRR7048987,AMPLICON,502,695772,PRJNA451186,SAMN08963345,Metagenome or environmental,519075,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980153,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS31_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS31,2018-04-20T00:00:00Z,AS31,SRP141397,,air swab in delivery room
SRR7048988,AMPLICON,502,1832300,PRJNA451186,SAMN08963346,Metagenome or environmental,1236957,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3980152,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS32_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS32,2018-04-20T00:00:00Z,AS32,SRP141397,,air swab in delivery room
SRR7048989,AMPLICON,502,311240,PRJNA451186,SAMN08963347,Metagenome or environmental,270296,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX3980151,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,AS33_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,AS33,2018-04-20T00:00:00Z,AS33,SRP141397,,air swab in delivery room
SRR7048990,WGS,148,354140153,PRJNA451186,SAMN08963333,Metagenome or environmental,169207878,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX3980150,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS19_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS19,2018-04-20T00:00:00Z,AS19,SRP141397,,air swab in delivery room
SRR7048991,WGS,157,184454780,PRJNA451186,SAMN08963334,Metagenome or environmental,87800324,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980149,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS20_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS20,2018-04-20T00:00:00Z,AS20,SRP141397,,air swab in delivery room
SRR7048992,WGS,207,7047420,PRJNA451186,SAMN08963418,Metagenome or environmental,3864758,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX3980148,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP53_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP53,2018-04-20T00:00:00Z,FP53,SRP141397,Homo sapiens,
SRR7048993,WGS,210,17533286,PRJNA451186,SAMN08963419,Metagenome or environmental,9460383,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3980147,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,FP54_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,FP54,2018-04-20T00:00:00Z,FP54,SRP141397,Homo sapiens,
SRR7048994,WGS,149,132530060,PRJNA451186,SAMN08963325,Metagenome or environmental,62917832,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3980146,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS11_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS11,2018-04-20T00:00:00Z,AS11,SRP141397,,air swab in delivery room
SRR7048995,WGS,149,251341318,PRJNA451186,SAMN08963326,Metagenome or environmental,117687230,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980145,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS12_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS12,2018-04-20T00:00:00Z,AS12,SRP141397,,air swab in delivery room
SRR7048996,WGS,153,204651803,PRJNA451186,SAMN08963327,Metagenome or environmental,96739796,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX3980144,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS13_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS13,2018-04-20T00:00:00Z,AS13,SRP141397,,air swab in delivery room
SRR7048997,WGS,149,585364074,PRJNA451186,SAMN08963328,Metagenome or environmental,278881202,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX3980143,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS14_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS14,2018-04-20T00:00:00Z,AS14,SRP141397,,air swab in delivery room
SRR7048998,WGS,153,82612270,PRJNA451186,SAMN08963329,Metagenome or environmental,39545542,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980142,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS15_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS15,2018-04-20T00:00:00Z,AS15,SRP141397,,air swab in delivery room
SRR7048999,WGS,146,173287119,PRJNA451186,SAMN08963330,Metagenome or environmental,81237650,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3980141,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS16_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS16,2018-04-20T00:00:00Z,AS16,SRP141397,,air swab in delivery room
SRR7049000,WGS,147,311576984,PRJNA451186,SAMN08963331,Metagenome or environmental,148611374,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980140,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS17_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS17,2018-04-20T00:00:00Z,AS17,SRP141397,,air swab in delivery room
SRR7049001,WGS,149,367163108,PRJNA451186,SAMN08963332,Metagenome or environmental,173322422,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980139,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,AS18_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,AS18,2018-04-20T00:00:00Z,AS18,SRP141397,,air swab in delivery room
SRR7049002,WGS,222,535615395,PRJNA451186,SAMN08963643,Metagenome or environmental,223670298,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980138,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S69_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S69,2018-04-20T00:00:00Z,S69,SRP141397,Homo sapiens,
SRR7049003,WGS,224,36737408,PRJNA451186,SAMN08963642,Metagenome or environmental,16079958,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3980137,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S68_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S68,2018-04-20T00:00:00Z,S68,SRP141397,Homo sapiens,
SRR7049004,WGS,218,340921519,PRJNA451186,SAMN08963645,Metagenome or environmental,138716198,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3980136,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S71_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S71,2018-04-20T00:00:00Z,S71,SRP141397,Homo sapiens,
SRR7049005,WGS,215,330735829,PRJNA451186,SAMN08963644,Metagenome or environmental,131332321,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3980135,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S70_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S70,2018-04-20T00:00:00Z,S70,SRP141397,Homo sapiens,
SRR7049006,WGS,222,200072709,PRJNA451186,SAMN08963639,Metagenome or environmental,83109431,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980134,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S65_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S65,2018-04-20T00:00:00Z,S65,SRP141397,Homo sapiens,
SRR7049007,WGS,223,285893207,PRJNA451186,SAMN08963638,Metagenome or environmental,119990951,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980133,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S64_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S64,2018-04-20T00:00:00Z,S64,SRP141397,Homo sapiens,
SRR7049008,WGS,223,496435331,PRJNA451186,SAMN08963641,Metagenome or environmental,207354814,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980132,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S67_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S67,2018-04-20T00:00:00Z,S67,SRP141397,Homo sapiens,
SRR7049009,WGS,229,127062037,PRJNA451186,SAMN08963640,Metagenome or environmental,53778204,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3980131,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S66_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S66,2018-04-20T00:00:00Z,S66,SRP141397,Homo sapiens,
SRR7049010,WGS,228,83444307,PRJNA451186,SAMN08963647,Metagenome or environmental,34433051,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX3980130,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S73_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S73,2018-04-20T00:00:00Z,S73,SRP141397,Homo sapiens,
SRR7049011,WGS,218,673756648,PRJNA451186,SAMN08963646,Metagenome or environmental,268723446,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3980129,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,S72_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,S72,2018-04-20T00:00:00Z,S72,SRP141397,Homo sapiens,
SRR7049012,WGS,202,6676896,PRJNA451186,SAMN08963542,Metagenome or environmental,3688248,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX3980128,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP67_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP67,2018-04-20T00:00:00Z,MP67,SRP141397,Homo sapiens,
SRR7049013,WGS,209,9714645,PRJNA451186,SAMN08963541,Metagenome or environmental,5350036,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3980127,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP66_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP66,2018-04-20T00:00:00Z,MP66,SRP141397,Homo sapiens,
SRR7049014,WGS,205,6518765,PRJNA451186,SAMN08963540,Metagenome or environmental,3607486,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3980126,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP65_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP65,2018-04-20T00:00:00Z,MP65,SRP141397,Homo sapiens,
SRR7049015,WGS,212,9231415,PRJNA451186,SAMN08963539,Metagenome or environmental,5070040,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3980125,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP64_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP64,2018-04-20T00:00:00Z,MP64,SRP141397,Homo sapiens,
SRR7049016,WGS,213,5273721,PRJNA451186,SAMN08963538,Metagenome or environmental,2981956,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3980124,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP63_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP63,2018-04-20T00:00:00Z,MP63,SRP141397,Homo sapiens,
SRR7049017,WGS,207,5165056,PRJNA451186,SAMN08963537,Metagenome or environmental,2847987,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3980123,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP62_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP62,2018-04-20T00:00:00Z,MP62,SRP141397,Homo sapiens,
SRR7049018,WGS,209,5186959,PRJNA451186,SAMN08963536,Metagenome or environmental,2871241,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX3980122,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP61_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP61,2018-04-20T00:00:00Z,MP61,SRP141397,Homo sapiens,
SRR7049019,WGS,212,5373782,PRJNA451186,SAMN08963535,Metagenome or environmental,3007725,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3980121,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP60_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP60,2018-04-20T00:00:00Z,MP60,SRP141397,Homo sapiens,
SRR7049020,WGS,147,10975008,PRJNA451186,SAMN08963473,Metagenome or environmental,5454583,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3980120,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP.B7_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP.B7,2018-04-20T00:00:00Z,MP.B7,SRP141397,,laboratory sample
SRR7049021,WGS,203,4891837,PRJNA451186,SAMN08963544,Metagenome or environmental,2716259,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3980119,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP69_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP69,2018-04-20T00:00:00Z,MP69,SRP141397,Homo sapiens,
SRR7049022,WGS,200,8825845,PRJNA451186,SAMN08963543,Metagenome or environmental,4899471,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3980118,USA,North America,USA:Philadelphia,Illumina HiSeq 2500,39.95 N 75.16 W,MP68_shotgun,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,MP68,2018-04-20T00:00:00Z,MP68,SRP141397,Homo sapiens,
SRR7049023,AMPLICON,502,11226226,PRJNA451186,SAMN08963619,Metagenome or environmental,6816337,UNIVERSITY OF PENNSYLVANIA,2017-10-25,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX3980117,USA,North America,USA:Philadelphia,Illumina MiSeq,39.95 N 75.16 W,S45_16S,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,S45,2018-04-20T00:00:00Z,S45,SRP141397,Homo sapiens,
